symbol,current_price,currency,beta,smb_score,hml_score,rmw_score,cma_score,volatility,composite_score,market_cap,pbr,market_cap_usd
CARV,1.3600000143051147,USD,1.26,1,1,0,-1,0.6446851584980684,0.628,7883000.0,0.69,7883000.0
CASH,78.04000091552734,USD,0.65,1,0,0,0,0.31262045200614325,0.395,1928000000.0,2.31,1928000000.0
CASI,1.8600000143051147,USD,1.0,0,0,0,-1,0.9389233080249292,0.15,N/A,N/A,
CASK,0.6769999861717224,USD,1.0,0,0,0,-1,1.3308391156699633,0.15,N/A,N/A,
CASS,42.279998779296875,USD,1.0,0,0,0,0,0.3148565160895324,0.3,N/A,N/A,
CASY,438.67999267578125,USD,0.66,-1,-1,0,0,0.32242583406541486,-0.202,15970000000.0,4.67,15970000000.0
CAT,349.3999938964844,USD,1.37,-1,-1,0,0,0.3077850396448411,0.01100000000000001,164328000000.0,9.1,164328000000.0
CATO,2.5899999141693115,USD,1.0,0,0,0,-1,0.7061455988714174,0.15,N/A,N/A,
CATX,3.0899999141693115,USD,1.0,0,0,0,-1,1.050883301115824,0.15,N/A,N/A,
CATY,43.25,USD,0.9,0,0,0,0,0.33365065814271394,0.27,3023000000.0,1.06,3023000000.0
CAVA,81.05999755859375,USD,0.837,0,0,0,-1,0.5730782108235751,0.1011,9375000000.0,2.91,9375000000.0
CB,296.4100036621094,USD,0.56,-1,0,0,0,0.20435478482675817,-0.032,118786000000.0,1.83,118786000000.0
CBAN,15.4399995803833,USD,1.0,0,0,0,0,0.3291686090612927,0.3,N/A,N/A,
CBAT,1.0199999809265137,USD,1.7,1,1,0,-1,0.6988563637136397,0.7599999999999999,91622000.0,0.75,91622000.0
CBFV,28.65999984741211,USD,1.0,0,0,0,0,0.27064164500656557,0.3,N/A,N/A,
CBL,24.93000030517578,USD,1.57,1,0,0,0,0.28198849939725756,0.671,787623000.0,2.67,787623000.0
CBLL,16.93000030517578,USD,1.25,1,-1,0,-1,0.8735435539797066,0.22499999999999995,622021000.0,3.43,622021000.0
CBNA,27.020000457763672,USD,0.431,1,0,0,0,0.3412658248287577,0.32930000000000004,180581000.0,1.17,180581000.0
CBNK,31.729999542236328,USD,0.7,1,0,0,0,0.30844461989167726,0.41000000000000003,544800000.0,1.47,544800000.0
CBOE,227.27999877929688,USD,0.43,-1,-1,0,0,0.23267514869426834,-0.271,23799000000.0,5.35,23799000000.0
CBRE,124.94000244140625,USD,1.29,-1,-1,0,0,0.3123677101982787,-0.013000000000000012,37245000000.0,4.48,37245000000.0
CBRL,56.290000915527344,USD,1.45,1,0,0,-1,0.5538954777196802,0.485,1253000000.0,2.72,1253000000.0
CBSH,63.29999923706055,USD,0.6,0,0,0,0,0.25617244906471875,0.18,8733000000.0,2.51,8733000000.0
CBT,75.27999877929688,USD,0.85,0,0,0,0,0.34486659737679376,0.255,3977000000.0,2.79,3977000000.0
CBU,56.380001068115234,USD,0.79,0,0,0,0,0.3431959292879536,0.237,3046000000.0,1.66,3046000000.0
CBUS,2.799999952316284,USD,1.0,0,0,0,-1,1.0919691131668532,0.15,N/A,N/A,
CBZ,72.0,USD,1.0,0,0,0,0,0.37424206520987185,0.3,N/A,N/A,
CC,9.930000305175781,USD,1.74,1,0,0,-1,0.5936121093458755,0.572,1516000000.0,2.62,1516000000.0
CCAP,14.920000076293945,USD,0.68,1,1,0,0,0.23347874194506482,0.6040000000000001,621523000.0,0.83,621523000.0
CCB,89.22000122070312,USD,1.0,0,0,0,0,0.3880143448467183,0.3,N/A,N/A,
CCBG,37.560001373291016,USD,0.37,1,0,0,0,0.30375098524852545,0.311,639388000.0,1.25,639388000.0
CCCC,1.4800000190734863,USD,3.11,1,1,0,-1,0.8756974086277577,1.183,98345000.0,0.55,98345000.0
CCCS,8.8100004196167,USD,0.76,0,0,0,0,0.27856910203583624,0.22799999999999998,5767000000.0,2.79,5767000000.0
CCD,20.110000610351562,USD,1.0,0,0,0,0,0.20306923009769387,0.3,N/A,N/A,
CCEC,22.649999618530273,USD,1.0,0,0,0,0,0.3671682445481394,0.3,N/A,N/A,
CCEL,5.050000190734863,USD,0.81,1,0,0,-1,0.6629794101756825,0.29300000000000004,41179000.0,1.61,41179000.0
CCEP,90.83999633789062,USD,0.61,-1,-1,0,1,0.19429930948174567,-0.06700000000000003,40596000000.0,4.28,40596000000.0
CCG,0.8119999766349792,USD,1.0,0,0,0,-1,0.9896410505199709,0.15,N/A,N/A,
CCGWW,0.027000000700354576,USD,1.0,0,0,0,-1,2.3526134898071405,0.15,N/A,N/A,
CCI,99.86000061035156,USD,0.9,-1,0,0,0,0.25796855454880346,0.07,43485000000.0,1.22,43485000000.0
CCIA,25.600000381469727,USD,1.0,0,0,0,1,0.06582144077176535,0.44999999999999996,N/A,N/A,
CCIF,6.53000020980835,USD,1.0,0,0,0,1,0.1841259899124079,0.44999999999999996,N/A,N/A,
CCIR,11.600000381469727,USD,1.62,1,0,0,0,0.2433374114916947,0.6859999999999999,410744000.0,1.83,410744000.0
CCIRU,13.350000381469727,USD,1.0,0,0,0,0,0.384072126257338,0.3,N/A,N/A,
CCIX,11.109999656677246,USD,3.67,1,0,0,1,0.09325810831594862,1.4509999999999998,407320000.0,1.4,407320000.0
CCJ,59.68000030517578,USD,1.05,-1,-1,0,-1,0.4861506301596982,-0.23500000000000001,22371000000.0,4.81,22371000000.0
CCK,98.19999694824219,USD,0.76,-1,-1,0,0,0.25451671930740016,-0.17200000000000004,11465000000.0,4.26,11465000000.0
CCL,23.93000030517578,USD,2.58,-1,-1,0,-1,0.4971063721277708,0.22400000000000006,32421999999.999996,3.53,32421999999.999996
CCLD,2.1700000762939453,USD,2.05,1,0,0,-1,1.1298403030436333,0.6649999999999999,85489000.0,1.58,85489000.0
CCLDO,20.020000457763672,USD,2.05,-1,-1,0,-1,0.5700667733470522,0.06499999999999986,98000000000000.0,8.92,98000000000000.0
CCM,7.199999809265137,USD,0.84,1,-1,1,-1,1.6972436423587376,0.252,31695000.0,9.92,31695000.0
CCNE,21.729999542236328,USD,1.0,0,0,0,0,0.3465270606029754,0.3,N/A,N/A,
CCNEP,24.520000457763672,USD,1.0,0,0,0,1,0.19308488195074713,0.44999999999999996,N/A,N/A,
CCO,1.100000023841858,USD,2.6,1,-1,0,-1,0.5296851577362229,0.63,529001999.99999994,4.49,529001999.99999994
CCOI,47.47999954223633,USD,0.69,0,-1,0,0,0.3762047438749803,0.0069999999999999785,2343000000.0,6.4,2343000000.0
CCRD,26.489999771118164,USD,1.0,0,0,0,-1,0.5300393625983272,0.15,N/A,N/A,
CCRN,13.149999618530273,USD,0.38,1,0,0,-1,0.7419284928646659,0.164,453753000.0,1.08,453753000.0
CCS,51.939998626708984,USD,1.0,0,0,0,0,0.38745774463387556,0.3,N/A,N/A,
CCSI,21.8799991607666,USD,1.0,0,0,0,-1,0.4871284055322895,0.15,N/A,N/A,
CCTG,1.1299999952316284,USD,1.0,0,0,0,-1,1.0777709170251224,0.15,N/A,N/A,
CCU,13.609999656677246,USD,0.35,0,0,0,0,0.27439799323168335,0.105,2514000000.0,1.55,2514000000.0
CCZ,61.099998474121094,USD,1.0,0,0,0,0,0.31691042602362673,0.3,N/A,N/A,
CDE,8.800000190734863,USD,1.32,0,0,0,-1,0.7086103789531966,0.24600000000000002,5629000000.0,2.01,5629000000.0
CDIO,4.400000095367432,USD,1.0,0,0,-1,-1,1.6538430065114818,0.0,N/A,N/A,
CDLR,20.40999984741211,USD,0.56,1,0,0,0,0.36536022305038535,0.368,1753000000.0,1.26,1753000000.0
CDLX,1.7000000476837158,USD,1.31,1,0,0,-1,1.08852940476884,0.44299999999999995,96079000.0,1.5,96079000.0
CDNA,17.440000534057617,USD,1.0,0,0,0,-1,0.6765094636519232,0.15,N/A,N/A,
CDNS,293.3299865722656,USD,1.04,-1,-1,0,-1,0.4318716685932742,-0.23800000000000002,87368000000.0,8.31,87368000000.0
CDP,27.559999465942383,USD,0.9,0,0,0,0,0.20324928833501874,0.27,3177000000.0,2.09,3177000000.0
CDRE,33.59000015258789,USD,1.36,1,-1,0,0,0.39714901526143137,0.4080000000000001,1332000000.0,4.2,1332000000.0
CDRO,7.25,USD,0.56,1,0,0,-1,0.4152657920219913,0.218,330896000.0,2.11,330896000.0
CDT,3.2300000190734863,USD,1.0,0,0,-1,-1,1.8976837395812625,0.0,N/A,N/A,
CDTG,0.5879999995231628,USD,1.02,1,1,0,-1,1.2999415891671673,0.5559999999999999,7098000.0,0.19,7098000.0
CDTX,23.299999237060547,USD,1.0,0,0,0,-1,0.7403282087464581,0.15,N/A,N/A,
CDW,179.35000610351562,USD,0.94,-1,1,0,0,0.3267711151285031,0.282,23618000000.0,0.17,23618000000.0
CDXS,2.3399999141693115,USD,1.0,0,0,0,-1,0.7834568110170037,0.15,N/A,N/A,
CDZI,3.2100000381469727,USD,1.0,0,0,0,-1,0.7005203869029122,0.15,N/A,N/A,
CDZIP,17.1200008392334,USD,1.77,-1,-1,0,0,0.22329403304189602,0.131,98000000000000.0,6.15,98000000000000.0
CE,53.779998779296875,USD,1.09,0,0,0,-1,0.6117245490911551,0.17700000000000002,5780000000.0,1.11,5780000000.0
CEAD,8.079999923706055,USD,1.0,0,0,0,-1,0.7287748157568915,0.15,N/A,N/A,
CECO,27.780000686645508,USD,1.33,1,-1,0,-1,0.5028484681804443,0.24899999999999997,954349000.0,3.34,954349000.0
CEE,15.039999961853027,USD,1.0,0,0,0,0,0.374780497239996,0.3,N/A,N/A,
CEG,313.0299987792969,USD,1.01,-1,-1,0,-1,0.6983905401661215,-0.24700000000000003,95953000000.0,7.34,95953000000.0
CELC,11.9399995803833,USD,0.56,1,-1,0,-1,0.5621051818597458,0.017999999999999988,403277000.0,4.65,403277000.0
CELH,39.18000030517578,USD,1.63,0,0,0,-1,0.6594003910564966,0.33899999999999997,9789000000.0,1.81,9789000000.0
CELU,2.319999933242798,USD,0.61,1,-1,1,-1,1.5893582974325706,0.18299999999999997,50533000.0,5.75,50533000.0
CELZ,2.2899999618530273,USD,1.0,0,0,0,-1,1.0728274965197078,0.15,N/A,N/A,
CENN,0.8823999762535095,USD,2.3,1,1,0,-1,0.7223883183395611,0.9399999999999998,26484000.0,0.34,26484000.0
CENT,35.779998779296875,USD,0.65,0,0,0,0,0.3169261515687028,0.195,2085000000.0,1.5,2085000000.0
CENTA,31.489999771118164,USD,1.0,0,0,0,0,0.3034211293311976,0.3,N/A,N/A,
CENX,19.420000076293945,USD,2.54,1,0,0,-1,0.7385895638776229,0.8119999999999999,1797000000.0,2.41,1797000000.0
CEP,46.959999084472656,USD,0.89,1,-1,1,-1,1.1639462844199582,0.267,483688000.0,5.86,483688000.0
CEPO,12.199999809265137,USD,1.0,0,0,0,1,0.17185910897568996,0.44999999999999996,N/A,N/A,
CEPU,12.550000190734863,USD,1.0,0,0,0,-1,0.4847422082627881,0.15,N/A,N/A,
CERO,0.4690000116825104,USD,0.68,1,0,-1,-1,2.548398905965706,0.10400000000000001,3594000.0,N/A,3594000.0
CERS,1.440000057220459,USD,1.58,1,-1,0,-1,0.6952799031294489,0.32399999999999995,242773000.0,4.51,242773000.0
CERT,11.460000038146973,USD,1.0,0,0,0,-1,0.5505003816507746,0.15,N/A,N/A,
CET,46.689998626708984,USD,1.0,0,0,0,1,0.15666465989454695,0.44999999999999996,N/A,N/A,
CETX,1.0299999713897705,USD,3.84,1,1,0,-1,1.4385268302857126,1.402,1546000.0,0.47,1546000.0
CETY,0.26899999380111694,USD,1.0,0,0,0,-1,1.0139379417313437,0.15,N/A,N/A,
CEV,9.579999923706055,USD,1.0,0,0,0,1,0.09475696593987296,0.44999999999999996,N/A,N/A,
CEVA,19.770000457763672,USD,1.38,1,0,0,-1,0.6563099308167609,0.46399999999999997,510137000.0,1.9,510137000.0
CF,92.31999969482422,USD,0.92,-1,-1,0,0,0.31592155886122836,-0.124,14696000000.0,3.07,14696000000.0
CFBK,23.90999984741211,USD,0.38,1,1,0,0,0.35698898292635806,0.514,155107000.0,0.9,155107000.0
CFFI,65.68000030517578,USD,0.48,1,1,0,-1,0.460541929570646,0.394,214799000.0,0.94,214799000.0
CFFN,5.739999771118164,USD,1.0,0,0,0,0,0.3294078378822711,0.3,N/A,N/A,
CFG,40.83000183105469,USD,1.07,-1,1,0,0,0.3566054012183084,0.321,18067000000.0,0.8,18067000000.0
CFLT,23.40999984741211,USD,0.98,0,-1,0,-1,0.6592529209119597,-0.05600000000000002,7969000000.0,7.77,7969000000.0
CFR,127.8499984741211,USD,0.65,0,0,0,0,0.32313048606407774,0.195,8347000000.0,2.05,8347000000.0
CFSB,13.649999618530273,USD,0.52,1,0,1,-1,0.7241762200036158,0.356,85443000.0,1.13,85443000.0
CG,45.27000045776367,USD,1.0,0,0,0,-1,0.45455503115918355,0.15,N/A,N/A,
CGABL,16.899999618530273,USD,1.0,0,0,0,1,0.15809692814648135,0.44999999999999996,N/A,N/A,
CGAU,7.559999942779541,USD,1.21,1,1,0,-1,0.440595370261144,0.6129999999999999,1337000000.0,0.83,1337000000.0
CGBD,14.020000457763672,USD,2.9,1,0,0,0,0.24266485354006576,1.07,994397000.0,1.16,994397000.0
CGBDL,25.700000762939453,USD,1.0,0,0,0,1,0.08046744017471806,0.44999999999999996,N/A,N/A,
CGBS,0.07100000232458115,USD,2.0,1,1,-1,-1,1.6870945897774146,0.7,55265000.0,0.27,55265000.0
CGC,1.2100000381469727,USD,2.21,1,1,0,-1,0.9537097151625019,0.9129999999999999,299398000.0,0.61,299398000.0
CGEM,8.960000038146973,USD,1.0,1,1,0,-1,0.5746467698325262,0.5499999999999999,510182000.0,0.92,510182000.0
CGEN,1.8300000429153442,USD,0.16,1,0,0,-1,0.6913062295370836,0.098,135594000.0,2.37,135594000.0
CGNT,11.0600004196167,USD,1.0,0,0,0,-1,0.478237003631619,0.15,N/A,N/A,
CGNX,30.530000686645508,USD,1.0,0,0,0,-1,0.44827469637263473,0.15,N/A,N/A,
CGO,11.279999732971191,USD,1.0,0,0,0,0,0.2313643080808534,0.3,N/A,N/A,
CGON,26.790000915527344,USD,1.41,1,0,0,-1,0.6483430191873074,0.473,1842000000.0,2.51,1842000000.0
CGTL,0.9900000095367432,USD,4.65,1,0,0,-1,1.6836694630388107,1.445,19937000.0,1.48,19937000.0
CGTX,0.3100000023841858,USD,0.99,1,0,0,-1,1.1529954698545501,0.347,18654000.0,1.09,18654000.0
CHA,30.459999084472656,USD,4.36,0,-1,0,-1,0.7813327985042212,0.9580000000000001,5203000000.0,8.8,5203000000.0
CHAR,10.220000267028809,USD,1.0,0,0,0,1,0.022653381858374153,0.44999999999999996,N/A,N/A,
CHCI,9.729999542236328,USD,0.746,1,0,0,-1,0.6877559819122263,0.27380000000000004,97964000.0,1.82,97964000.0
CHCO,118.44999694824219,USD,1.0,0,0,0,0,0.2631454398059032,0.3,N/A,N/A,
CHCT,16.3700008392334,USD,0.72,1,0,0,0,0.3884402629313855,0.41600000000000004,484576000.0,1.05,484576000.0
CHD,99.54000091552734,USD,0.51,-1,-1,0,0,0.20889818467982035,-0.24700000000000003,24514000000.0,5.39,24514000000.0
CHDN,93.88999938964844,USD,1.0,0,0,0,0,0.29860897249477697,0.3,N/A,N/A,
CHE,568.3900146484375,USD,1.0,0,0,0,0,0.25008222284116405,0.3,N/A,N/A,
CHEB,8.270999908447266,USD,1.0,0,0,0,-1,0.7894916532190149,0.15,N/A,N/A,
CHEF,61.93000030517578,USD,1.77,0,-1,0,0,0.3460815982008992,0.331,2520000000.0,4.65,2520000000.0
CHEK,0.800000011920929,USD,0.23,1,1,0,-1,3.056504959398262,0.31900000000000006,5676000.0,0.33,5676000.0
CHGG,1.2100000381469727,USD,1.75,1,1,0,-1,0.9648268963550236,0.775,85789000.0,0.46,85789000.0
CHH,127.62999725341797,USD,1.01,0,-1,0,0,0.27609098886838207,0.10299999999999998,5857000000.0,4.93,5857000000.0
CHI,10.130000114440918,USD,1.0,0,0,0,1,0.19778996988385858,0.44999999999999996,N/A,N/A,
CHKP,229.8800048828125,USD,0.66,-1,-1,0,0,0.28636809695642296,-0.202,24512000000.0,8.85,24512000000.0
CHMG,46.84000015258789,USD,1.0,0,0,0,0,0.3153375899140509,0.3,N/A,N/A,
CHMI,2.9600000381469727,USD,1.16,1,1,0,0,0.36667881327158786,0.748,98104000.0,0.77,98104000.0
CHN,12.569999694824219,USD,1.0,0,0,0,0,0.33834963732951595,0.3,N/A,N/A,
CHNR,0.550000011920929,USD,0.25,1,1,0,-1,0.9920319570102423,0.32500000000000007,5510000.0,0.45,5510000.0
CHPT,0.7720000147819519,USD,2.24,1,0,0,-1,0.8327035187655902,0.7220000000000001,356301000.0,2.59,356301000.0
CHR,1.3799999952316284,USD,0.94,1,0,0,-1,0.6032491871506213,0.33199999999999996,18203000.0,N/A,18203000.0
CHRD,95.7300033569336,USD,0.86,0,1,0,0,0.3897858939194123,0.458,5500000000.0,0.64,5500000000.0
CHRO,1.0399999618530273,USD,1.0,0,0,0,-1,1.7489588179966897,0.15,N/A,N/A,
CHRS,0.7820000052452087,USD,3.36,1,1,0,-1,1.0115317250209754,1.258,97422000.0,0.98,97422000.0
CHRW,96.29000091552734,USD,0.93,-1,-1,0,0,0.29839003792400565,-0.121,11395000000.0,6.57,11395000000.0
CHSCL,25.860000610351562,USD,1.0,0,0,0,1,0.07344071958578084,0.44999999999999996,N/A,N/A,
CHSCM,24.760000228881836,USD,1.0,0,0,0,1,0.07992406442389467,0.44999999999999996,N/A,N/A,
CHSCN,25.200000762939453,USD,1.0,0,0,0,1,0.08099322205810243,0.44999999999999996,N/A,N/A,
CHSCO,26.959999084472656,USD,1.0,0,0,0,1,0.09197301584660951,0.44999999999999996,N/A,N/A,
CHSCP,27.520000457763672,USD,1.0,0,0,0,1,0.12176652918222579,0.44999999999999996,N/A,N/A,
CHSN,0.47999998927116394,USD,1.0,0,0,1,-1,4.300330393253508,0.29999999999999993,N/A,N/A,
CHT,43.5099983215332,USD,1.0,-1,0,0,1,0.1624500857444048,0.24999999999999997,33023000000.000004,2.56,33023000000.000004
CHTR,390.79998779296875,USD,1.08,-1,-1,0,-1,0.40321472634985484,-0.226,53933000000.0,3.36,53933000000.0
CHW,6.889999866485596,USD,1.0,0,0,0,0,0.20014908076243354,0.3,N/A,N/A,
CHWY,47.619998931884766,USD,1.7,-1,1,0,-1,0.49180825019670105,0.36,16367999999.999998,0.67,16367999999.999998
CHX,24.84000015258789,USD,1.51,0,0,0,0,0.3657821542937116,0.45299999999999996,4755000000.0,2.48,4755000000.0
CHY,10.460000038146973,USD,1.0,0,0,0,1,0.17034510499740266,0.44999999999999996,N/A,N/A,
CI,311.6700134277344,USD,0.48,-1,0,0,0,0.27621151750132,-0.05600000000000002,84321000000.0,2.09,84321000000.0
CIA,3.5399999618530273,USD,0.44,1,1,0,-1,0.680155893042849,0.382,200098000.0,0.92,200098000.0
CIB,43.45000076293945,USD,0.91,-1,0,0,0,0.3134489262235568,0.07300000000000001,11753000000.0,1.03,11753000000.0
CICB,24.75,USD,1.0,0,0,0,1,0.061366302018981383,0.44999999999999996,N/A,N/A,
CIEN,83.26000213623047,USD,1.11,-1,-1,0,-1,0.5386559342782652,-0.217,11456000000.0,4.1,11456000000.0
CIF,1.7100000381469727,USD,0.74,1,1,0,1,0.13521271369168303,0.7720000000000001,30787000.0,0.92,30787000.0
CIFR,3.434999942779541,USD,1.0,0,0,0,-1,1.14633595369159,0.15,N/A,N/A,
CIG,1.8600000143051147,USD,1.0,0,0,0,0,0.34516536529049024,0.3,N/A,N/A,
CIGI,121.91000366210938,USD,1.55,0,-1,0,0,0.30167369472276306,0.26499999999999996,5991000000.0,4.46,5991000000.0
CIGL,5.800000190734863,USD,3.76,1,-1,0,-1,1.8249914939172842,0.9779999999999999,8613000.0,3.43,8613000.0
CII,20.450000762939453,USD,1.0,0,0,0,1,0.1907944414971376,0.44999999999999996,N/A,N/A,
CIIT,2.0999999046325684,USD,1.0,0,0,0,-1,2.0695631895605926,0.15,N/A,N/A,
CIK,2.869999885559082,USD,1.0,0,0,0,1,0.1542306917177887,0.44999999999999996,N/A,N/A,
CIM,13.350000381469727,USD,1.84,1,1,0,0,0.33302389132259297,0.952,1133000000.0,0.43,1133000000.0
CIMN,24.829999923706055,USD,1.0,0,0,0,1,0.06904436713018289,0.44999999999999996,N/A,N/A,
CIMO,25.1299991607666,USD,1.0,0,0,0,1,0.07345743156202718,0.44999999999999996,N/A,N/A,
CINF,151.50999450683594,USD,0.74,-1,0,0,0,0.2543997003120888,0.021999999999999992,23336000000.0,1.7,23336000000.0
CING,3.9800000190734863,USD,0.89,1,0,0,-1,3.4328645776427495,0.31700000000000006,14734000.0,1.98,14734000.0
CINT,6.059999942779541,USD,1.0,0,0,0,-1,0.4387355419821517,0.15,N/A,N/A,
CIO,4.960000038146973,USD,1.0,0,0,0,-1,0.40175770285551615,0.15,N/A,N/A,
CION,9.119999885559082,USD,1.16,1,1,0,0,0.24936886305387226,0.748,514624000.0,0.63,514624000.0
CISO,0.9800000190734863,USD,1.51,1,-1,0,-1,1.6149119527348612,0.30300000000000005,23566000.0,7.19,23566000.0
CISS,3.6059999465942383,USD,3.51,1,0,0,-1,0.7613230978916381,1.103,2928000.0,N/A,2928000.0
CIVB,21.93000030517578,USD,1.0,0,0,0,0,0.3455445604301558,0.3,N/A,N/A,
CIVI,28.510000228881836,USD,1.12,0,1,0,-1,0.5719834877191967,0.386,2639000000.0,0.39,2639000000.0
CIX,24.899999618530273,USD,1.09,1,0,0,-1,0.7068428276274115,0.377,317204000.0,2.1,317204000.0
CJET,1.6230000257492065,USD,1.0,0,0,0,-1,1.3665075194238583,0.15,N/A,N/A,
CJMB,4.900000095367432,USD,0.54,1,-1,0,-1,1.5420220914040756,0.011999999999999983,24830000.0,7.82,24830000.0
CKX,10.300000190734863,USD,1.0,0,0,0,0,0.29721995365470893,0.3,N/A,N/A,
CL,90.62000274658203,USD,0.38,-1,0,0,0,0.20419617386660327,-0.08600000000000002,73440000000.0,2.31,73440000000.0
CLAR,3.3399999141693115,USD,0.87,1,1,0,-1,0.45560771862558713,0.511,119046000.0,0.52,119046000.0
CLB,11.470000267028809,USD,1.0,0,0,0,-1,0.5243859265158556,0.15,N/A,N/A,
CLBK,14.390000343322754,USD,1.0,0,0,0,0,0.33553757259000133,0.3,N/A,N/A,
CLBR,15.710000038146973,USD,1.0,0,0,0,0,0.2738417347988524,0.3,N/A,N/A,
CLBT,16.65999984741211,USD,1.44,0,0,0,-1,0.4324088281373382,0.28200000000000003,4151000000.0,1.21,4151000000.0
CLCO,6.690000057220459,USD,4.49,1,1,0,-1,0.453460314819727,1.597,320891000.0,0.41,320891000.0
CLDI,0.3569999933242798,USD,1.2,1,-1,-1,-1,1.475154441696418,0.06000000000000005,12717000.0,9.06,12717000.0
CLDT,7.170000076293945,USD,1.0,0,0,0,0,0.3344815266053812,0.3,N/A,N/A,
CLDX,19.8700008392334,USD,1.39,1,0,0,-1,0.5792506435555154,0.46699999999999997,1227000000.0,1.73,1227000000.0
CLF,7.559999942779541,USD,1.85,0,1,0,-1,0.6910695528932684,0.6050000000000001,3740000000.0,0.6,3740000000.0
CLFD,38.400001525878906,USD,1.62,1,0,0,-1,0.4383794097400361,0.5359999999999999,522674000.0,1.89,522674000.0
CLGN,2.5399999618530273,USD,0.65,1,-1,0,-1,1.092815946089724,0.04500000000000001,52003000.0,4.19,52003000.0
CLH,226.55999755859375,USD,1.17,-1,-1,0,0,0.29349598554076195,-0.049000000000000044,12139000000.0,4.72,12139000000.0
CLIK,0.5400000214576721,USD,1.0,0,0,1,-1,2.940729505300376,0.29999999999999993,N/A,N/A,
CLIR,0.6299999952316284,USD,1.15,1,0,0,-1,0.9443693667295634,0.3949999999999999,32500000.0,2.36,32500000.0
CLLS,1.4600000381469727,USD,1.0,0,0,0,-1,0.6895888589297126,0.15,N/A,N/A,
CLM,7.869999885559082,USD,1.09,1,0,0,0,0.2403562580395481,0.527,1909000000.0,1.1,1909000000.0
CLMB,107.12000274658203,USD,1.1,1,-1,0,-1,0.48578475319743514,0.18000000000000002,493879000.0,5.17,493879000.0
CLMT,13.199999809265137,USD,2.67,1,1,0,-1,0.7319538211991333,1.051,1067000000.0,0.8,1067000000.0
CLNE,1.8700000047683716,USD,2.64,1,1,0,-1,0.7435010227340775,1.042,413236000.0,0.63,413236000.0
CLNN,3.9200000762939453,USD,0.48,1,-1,0,-1,1.1440819350219749,-0.006000000000000033,34494000.0,7.5,34494000.0
CLOV,3.0999999046325684,USD,2.0,1,-1,0,-1,0.7949662603679175,0.45000000000000007,1643000000.0,4.86,1643000000.0
CLPR,3.869999885559082,USD,1.06,1,-1,0,-1,0.695916172971573,0.168,176225000.0,8.65,176225000.0
CLPS,0.949999988079071,USD,1.0,0,0,0,-1,0.6451409403779499,0.15,N/A,N/A,
CLPT,12.65999984741211,USD,0.7,1,-1,0,-1,0.8453365092987739,0.060000000000000026,363488000.0,4.23,363488000.0
CLRB,0.2800000011920929,USD,1.0,0,0,0,-1,1.1184343434394284,0.15,N/A,N/A,
CLRO,0.38999998569488525,USD,0.4,1,1,0,-1,1.0400540958074311,0.37,10010000.0,0.49,10010000.0
CLS,121.26000213623047,USD,1.5,-1,-1,0,-1,0.7550257806983501,-0.10000000000000006,13268000000.0,8.52,13268000000.0
CLSD,0.7350000143051147,USD,2.06,1,0,0,-1,0.6483174914760926,0.668,58281000.0,1.82,58281000.0
CLSK,9.210000038146973,USD,4.37,0,0,0,-1,1.0027905455750266,1.161,2996000000.0,1.44,2996000000.0
CLST,11.850000381469727,USD,1.0,0,0,0,1,0.1669291988200244,0.44999999999999996,N/A,N/A,
CLVT,4.25,USD,1.0,0,0,0,-1,0.5973735198438043,0.15,N/A,N/A,
CLW,28.989999771118164,USD,0.16,1,1,0,-1,0.5346709516332824,0.29800000000000004,471412000.0,0.57,471412000.0
CLWT,1.159999966621399,USD,1.0,0,0,0,-1,0.5455705338844732,0.15,N/A,N/A,
CLX,130.08999633789062,USD,0.6,-1,-1,0,0,0.21605462592511604,-0.22000000000000003,16638000000.000002,6.22,16638000000.000002
CLYM,1.2899999618530273,USD,1.0,0,0,0,-1,0.8323191422008301,0.15,N/A,N/A,
CM,67.69000244140625,USD,1.24,-1,0,0,1,0.19975876362156875,0.32199999999999995,63296000000.0,1.56,63296000000.0
CMA,57.970001220703125,USD,0.94,0,0,0,0,0.3601590487856491,0.282,7502000000.0,1.13,7502000000.0
CMBM,0.3529999852180481,USD,1.0,0,0,0,-1,1.2118547867100613,0.15,N/A,N/A,
CMBT,9.399999618530273,USD,0.911,1,0,0,-1,0.4075907900413689,0.32330000000000003,1842000000.0,1.35,1842000000.0
CMC,48.880001068115234,USD,1.0,0,0,0,0,0.39158939087291744,0.3,N/A,N/A,
CMCL,17.68000030517578,USD,0.28,1,0,0,-1,0.5023984631425603,0.13400000000000004,341132000.0,1.55,341132000.0
CMCM,4.429999828338623,USD,1.73,1,1,0,-1,0.8038114714990444,0.769,132122999.99999999,0.49,132122999.99999999
CMCO,14.899999618530273,USD,1.0,0,0,0,-1,0.622212970873487,0.15,N/A,N/A,
CMCSA,34.65999984741211,USD,0.97,-1,0,0,0,0.2802642338200421,0.09099999999999997,132472000000.00002,1.53,132472000000.00002
CMCT,8.079999923706055,USD,0.87,1,-1,0,-1,9.066086983060607,0.11100000000000002,6097000.0,6.71,6097000.0
CME,282.30999755859375,USD,0.47,-1,-1,0,1,0.18227178082513867,-0.10900000000000001,96005000000.0,3.58,96005000000.0
CMG,50.06999969482422,USD,1.06,-1,-1,0,0,0.34260304662257474,-0.08200000000000002,67462000000.0,9.33,67462000000.0
