symbol,current_price,currency,beta,smb_score,hml_score,rmw_score,cma_score,volatility,composite_score,market_cap,pbr,market_cap_usd
095570.KS,4005.0,KRW,0.5300798430010603,0,0,0,0,0.2404847864057868,0.15902395290031807,N/A,N/A,
006840.KS,11980.0,KRW,1.25,-1,1,0,0,0.2771829117235101,0.375,156285000000.0,0.29,114654097.2782628
027410.KS,4365.0,KRW,0.91,-1,1,0,0,0.22113451321702693,0.273,417769000000.0,0.23,306484483.8969995
282330.KS,109500.0,KRW,0.429,-1,0,0,0,0.31358559710703826,-0.07130000000000003,1892000000000.0,1.56,1388012618.29653
138930.KS,11190.0,KRW,0.43,-1,1,0,0,0.32921295226300884,0.129,3563000000000.0,0.33,2613894798.620791
001460.KS,38450.0,KRW,0.43,-1,1,0,0,0.2448210483382408,0.129,273390000000.0,0.56,200564888.8562835
001465.KS,16420.0,KRW,0.43,-1,1,0,1,0.18059055819751169,0.279,272096999999.99997,0.24,199616315.750862
001040.KS,151900.0,KRW,0.43,-1,1,0,-1,0.522287976407958,-0.02099999999999999,4110000000000.0005,0.84,3015185973.1494393
079160.KS,4915.0,KRW,1.19,-1,0,0,0,0.30048754582472853,0.15699999999999997,813826000000.0,1.18,597040569.2905877
00104K.KS,122600.0,KRW,0.43,-1,1,0,-1,0.4284992705222018,-0.02099999999999999,4027999999999.9995,0.69,2955028978.0647054
000120.KS,83500.0,KRW,0.5,-1,1,0,0,0.3307462758887214,0.15,1665000000000.0,0.4,1221480448.9765975
011150.KS,3035.0,KRW,0.59,-1,0,0,-1,0.5631269497040661,-0.17300000000000001,109051000000.0,1.27,80002200.86567384
011155.KS,18180.0,KRW,0.59,-1,-1,0,-1,0.8097098023455901,-0.373,111388000000.0,7.45,81716675.22558874
001045.KS,86500.0,KRW,0.43,-1,1,0,0,0.2670450001832442,0.129,4073000000000.0005,0.48,2988041963.1721816
097950.KS,236500.0,KRW,0.31,-1,1,0,0,0.3347212735431978,0.093,3476000000000.0,0.47,2550069694.0796714
097955.KS,140400.0,KRW,0.31,-1,1,0,0,0.20099234826076232,0.093,3459000000000.0,0.28,2537598121.9279585
000480.KS,5420.0,KRW,0.75,-1,1,0,1,0.1791807247419716,0.375,223611000000.0,0.37,164045924.73039398
000590.KS,86300.0,KRW,0.71,-1,1,0,1,0.1974829519060301,0.363,88857000000.0,0.26,65187440.39322134
012030.KS,1481.0,KRW,0.34,-1,1,0,-1,0.4303783415311629,-0.04799999999999999,282917000000.0,0.65,207554104.61448172
005830.KS,103700.0,KRW,0.17,-1,1,0,-1,0.40178026578280823,-0.099,6227000000000.0,0.73,4568263516.983347
016610.KS,7850.0,KRW,0.95,-1,1,0,0,0.3722239236402259,0.285,315012000000.0,0.29,231099699.2150246
000990.KS,42850.0,KRW,1.35,-1,1,0,-1,0.6108060429067277,0.255,1769000000000.0,0.91,1297777125.66943
000300.KS,1172393.0,KRW,-2.826830037453754,1,0,1,-1,14.151840700021053,-0.6480490112361261,300000.0,N/A,220.08656738317072
001530.KS,33900.0,KRW,0.88,-1,0,0,0,0.3669628538246592,0.064,668535000000.0,1.26,490451911.0850268
015590.KS,515.0,KRW,0.4,-1,1,0,-1,0.4540515663312693,-0.03,122046000000.0,0.97,89535617.34282151
000210.KS,49900.0,KRW,0.34,-1,1,0,-1,0.45022558476145835,-0.04799999999999999,1087000000000.0,0.25,797446995.8183553
000215.KS,24000.0,KRW,0.34,-1,1,0,0,0.2859319103140193,0.10200000000000001,1028999999999.9999,0.12,754896926.1242756
375500.KS,49650.0,KRW,0.66,-1,1,0,-1,0.4107013951212426,0.048000000000000015,1946000000000.0,0.4,1427628200.4255009
37550L.KS,32050.0,KRW,0.66,-1,0,0,0,0.3024712674805833,-0.0020000000000000018,98000000000000.0,2.84,71894945345.1691
37550K.KS,21000.0,KRW,0.66,-1,1,0,-1,0.4297434472390377,0.048000000000000015,1938000000000.0,0.17,1421759225.2952828
007340.KS,22300.0,KRW,0.68,-1,1,0,0,0.3815078824789066,0.20400000000000001,1154000000000.0,0.63,846599662.5339301
004840.KS,4670.0,KRW,0.65,-1,1,0,0,0.34619451424660524,0.195,90002000000.0,0.22,66027437.458733775
155660.KS,3950.0,KRW,0.73,-1,1,0,0,0.3520591639492378,0.219,63200000000.0,0.26,46364903.5287213
069730.KS,3690.0,KRW,0.83,-1,1,0,0,0.3810039802598013,0.24899999999999997,53136000000.0,0.31,38981732.8149072
017860.KS,25450.0,KRW,1.398,-1,0,0,-1,0.9196002127295291,0.06939999999999993,447518000000.0,1.54,328309001.540606
092780.KS,4530.0,KRW,0.65,-1,1,0,0,0.37584856678261397,0.195,57173000000.0,0.4,41943364.3899934
017940.KS,76600.0,KRW,0.56,-1,1,0,0,0.2570225907996779,0.168,442882000000.0,0.25,324907930.4526447
365550.KS,4450.0,KRW,2.49,-1,1,0,0,0.25302262355634775,0.7469999999999999,953510000000.0,0.87,699515809.5517571
383220.KS,75100.0,KRW,0.62,-1,0,0,-1,0.508973492393076,-0.164,2822000000000.0,1.78,2070280977.1843593
007700.KS,16690.0,KRW,1.76,-1,1,0,0,0.29822345910146303,0.528,652077000000.0,0.27,478377961.9983861
114090.KS,14290.0,KRW,0.46,-1,0,0,0,0.2648014326015405,-0.062,883918000000.0,2.19,648461594.8939917
078930.KS,45050.0,KRW,0.34,-1,1,0,0,0.3701698443271676,0.10200000000000001,4259000000000.0005,0.29,3124495634.9497476
006360.KS,23100.0,KRW,0.84,-1,1,0,-1,0.42479799320682854,0.10200000000000001,1961000000000.0,0.43,1438632528.7946594
001250.KS,2655.0,KRW,0.75,-1,1,0,-1,0.6821449192681414,0.07499999999999998,219025000000.0,0.4,160681534.73699656
007070.KS,15390.0,KRW,0.16,-1,1,0,-1,0.44525814562779326,-0.10200000000000001,1287000000000.0,0.4,944171374.0738025
078935.KS,41200.0,KRW,0.34,-1,1,0,0,0.3100861611597608,0.10200000000000001,4237000000000.0,0.27,3108355953.341648
499790.KS,32800.0,KRW,0.37,-1,0,0,-1,0.542512704355177,-0.239,650450000000.0,2.43,477184359.181278
012630.KS,20450.0,KRW,0.6,-1,1,0,0,0.3213493700081417,0.18,1022999999999.9999,0.36,750495194.776612
039570.KS,9250.0,KRW,0.29,-1,1,0,0,0.2162387627966056,0.087,212513000000.0,0.82,155904188.9809992
089470.KS,3930.0,KRW,0.55,-1,1,0,0,0.26146520551685215,0.165,101787000000.0,0.3,74673171.44743599
294870.KS,23500.0,KRW,0.83,-1,1,0,-1,0.5265034143805317,0.09899999999999998,1508000000000.0,0.48,1106301812.0460715
009540.KS,327500.0,KRW,1.01,-1,0,0,-1,0.513590642587104,-0.047000000000000014,23159000000000.0,1.94,16989949380.089502
267250.KS,120300.0,KRW,0.57,-1,1,0,0,0.36833311243668376,0.17099999999999999,8500999999999.999,0.86,6236519697.747781
267270.KS,70200.0,KRW,1.08,-1,1,0,-1,0.54938145880206,0.17400000000000002,1240000000000.0,0.74,909691145.1837723
443060.KS,183300.0,KRW,0.428,-1,0,0,-1,0.5953009126848207,-0.22160000000000002,8217000000000.001,1.27,6028171080.625047
071970.KS,44600.0,KRW,0.97,-1,-1,0,-1,0.6656407601530419,-0.259,1513000000000.0,4.36,1109969921.5024576
010620.KS,202000.0,KRW,0.73,-1,-1,1,-1,0.5171057786783568,-0.18100000000000002,8057000000000.0,3.73,5910791578.020688
322000.KS,52300.0,KRW,1.04,-1,0,1,-1,0.7916510578041588,0.11200000000000002,585760000000.0,1.59,429726359.03455365
042670.KS,9460.0,KRW,1.75,-1,1,0,-1,0.4734076957006759,0.375,1822000000000.0,0.96,1336659085.9071236
267260.KS,382000.0,KRW,0.46,-1,-1,0,-1,0.6961157127992728,-0.41200000000000003,13749000000000.0,9.05,10086567383.170715
329180.KS,428000.0,KRW,0.57,-1,-1,0,-1,0.5766706687882933,-0.379,37995000000000.0,6.54,27873963759.07857
097230.KS,7320.0,KRW,0.88,-1,0,0,-1,0.8622800554757838,-0.086,609524000000.0,1.73,447160149.65886587
014790.KS,2690.0,KRW,0.83,-1,1,0,-1,0.40612772871680597,0.09899999999999998,101840000000.0,0.23,74712053.40767369
003580.KS,2975.0,KRW,0.23,-1,0,0,-1,0.6273809068924997,-0.281,141264000000.0,1.63,103634362.84938744
204320.KS,33550.0,KRW,0.94,-1,1,0,-1,0.4975604510450268,0.13199999999999998,1575000000000.0,0.65,1155454478.7616463
060980.KS,41900.0,KRW,0.49,-1,1,0,1,0.19474805769086312,0.297,391245000000.0,0.35,287025896.8527621
011200.KS,22550.0,KRW,1.41,-1,1,0,-1,0.40241006088782205,0.273,23115000000000.0,0.82,16957670016.873304
035000.KS,7430.0,KRW,0.22,-1,1,0,1,0.14544060917596208,0.216,120422000000.0,0.63,88344215.39138728
002460.KS,10640.0,KRW,0.69,-1,1,0,0,0.20743549827986316,0.207,100705000000.0,0.26,73879392.56107403
487570.KS,63500.0,KRW,3.71,-1,1,1,-1,0.5923187761376018,1.113,235346000000.0,0.41,172654977.62453234
298050.KS,201000.0,KRW,1.37,-1,1,0,-1,0.44195641608244723,0.261,898072000000.0,0.86,658845279.1431297
003560.KS,10750.7001953125,KRW,0.0,1,0,0,1,0.0,0.35,3560000.0,N/A,2611.693932946959
015360.KS,52700.0,KRW,0.17,-1,1,0,0,0.25284577625442983,0.05099999999999999,225609000000.0,0.46,165511701.26916587
175330.KS,19170.0,KRW,0.87,-1,1,0,0,0.3503005511730399,0.261,3647000000000.0,0.62,2675519037.4880786
234080.KS,12170.0,KRW,0.45,-1,1,0,1,0.19294224612112587,0.28500000000000003,188448000000.0,0.95,138249578.16741252
001060.KS,23000.0,KRW,1.03,-1,0,0,0,0.37337142765254444,0.10899999999999999,537029000000.0,1.61,393976230.6507226
001067.KS,64800.0,KRW,1.03,-1,-1,0,1,0.1842291697927587,0.05899999999999997,543927000000.0,4.48,399036754.456753
001065.KS,29300.0,KRW,1.03,-1,-1,0,0,0.24544008927232389,-0.09100000000000003,712550000000.0,8.62,522742278.6295943
096760.KS,3695.0,KRW,0.68,-1,0,0,0,0.3037364791699965,0.0040000000000000036,258300000000.0,1.1,189494534.51691
105560.KS,107900.0,KRW,0.6,-1,1,0,0,0.3852542717635929,0.18,39610000000000.0,0.63,29058763113.49131
415640.KS,7980.0,KRW,1.41,-1,0,0,1,0.14050045585399637,0.373,98000000000000.0,N/A,71894945345.1691
432320.KS,4100.0,KRW,1.67,-1,0,0,0,0.21063119862600455,0.301,415797000000.0,1.06,305037781.5274008
002380.KS,325000.0,KRW,0.56,-1,1,0,-1,0.4190946185417063,0.018000000000000016,2390000000000.0,0.35,1753356320.1525934
344820.KS,31200.0,KRW,0.58,-1,1,0,0,0.20154812526824128,0.174,497431000000.0,0.33,364926270.9999267
009070.KS,4080.0,KRW,1.45,-1,1,0,-1,0.623397143977141,0.28500000000000003,122016000000.0,0.4,89513608.6860832
009440.KS,756.0,KRW,1.11,-1,1,0,-1,0.7702896929390323,0.18300000000000002,16727000000.0,0.11,12271293.375394322
119650.KS,1581.6678466796875,KRW,1.23,-1,0,1,-1,2.6625048835346212,0.16899999999999996,50391000000.0,2.16,36967940.72335119
092220.KS,769.0,KRW,0.74,-1,1,0,-1,0.41769748767271514,0.07200000000000001,154387000000.0,0.44,113261682.9286186
003620.KS,3420.0,KRW,0.16,-1,1,-1,-1,0.9192430103350968,-0.252,692123000000.0,0.48,507756584.25647426
016380.KS,6220.0,KRW,0.84,-1,1,0,0,0.3580836999699055,0.252,602023000000.0,0.29,441657251.8523953
001390.KS,4580.0,KRW,1.04,-1,1,0,0,0.3620968349214472,0.312,313588000000.0,0.31,230055021.64184582
033180.KS,26520.0,KRW,-0.5373299070745867,1,0,1,-1,3.074085229787879,0.03880102787762399,33180000.0,N/A,24341.574352578682
001940.KS,24750.0,KRW,0.71,-1,1,0,0,0.2647418738175198,0.213,312580000000.0,0.26,229315530.77543837
025000.KS,47050.0,KRW,0.26,-1,1,0,1,0.16041194294585281,0.22799999999999998,223733000000.0,0.32,164135426.6011298
092230.KS,69400.0,KRW,0.51,-1,1,0,1,0.19237237087131343,0.303,272826000000.00003,0.26,200151126.10960314
000040.KS,439.0,KRW,0.47,-1,1,0,-1,0.41972436922111817,-0.009000000000000008,26393000000.0,0.83,19362482.576480083
044450.KS,9980.0,KRW,0.67,-1,1,0,0,0.2693421158338954,0.201,225323000000.0,0.42,165301885.40826058
030200.KS,49850.0,KRW,0.438,-1,1,0,0,0.2733940763203462,0.1314,12160000000000.0,0.66,8920842197.931187
033780.KS,124400.0,KRW,0.107,-1,0,0,0,0.33156733420030665,-0.16790000000000002,13419000000000.0,1.43,9844472159.049227
058850.KS,2915.0,KRW,0.89,-1,1,0,-1,0.42151824665770593,0.11700000000000002,110591000000.0,0.57,81131978.57824078
058860.KS,2915.0,KRW,0.53,-1,1,0,0,0.27625128877667254,0.159,89257000000.0,0.43,65480889.14973223
093050.KS,17730.0,KRW,0.33,-1,1,0,0,0.24233504807117875,0.099,486681000000.0,0.29,357039835.6686964
003550.KS,74000.0,KRW,0.81,-1,1,0,0,0.2940906630864694,0.243,11373000000000.0,0.4,8343481769.496002
034220.KS,8420.0,KRW,1.07,-1,1,0,0,0.3772888744604884,0.321,4210000000000.0,0.66,3088548162.2771626
051900.KS,330000.0,KRW,1.0,-1,1,0,0,0.33681132281760356,0.3,5114000000000.0,0.96,3751742351.9917836
051905.KS,131500.0,KRW,1.0,-1,1,0,0,0.27393971266882494,0.3,5106000000000.0,0.38,3745873376.8615656
064400.KS,51200.0,KRW,2.0,-1,0,0,0,0.30266497341559645,0.39999999999999997,4961000000000.0,1.86,3639498202.6263666
373220.KS,288500.0,KRW,0.97,-1,-1,0,-1,0.4665479158768387,-0.259,67509000000000.0,3.15,49526080258.23491
003555.KS,60100.0,KRW,0.81,-1,1,0,1,0.1317035938492011,0.393,11122000000000.0,0.33,8159342674.785417
032640.KS,13160.0,KRW,0.12,-1,1,0,1,0.19273930343369106,0.186,5657000000000.0,0.65,4150099038.9553227
011070.KS,143900.0,KRW,0.46,-1,1,0,-1,0.4868544120548433,-0.011999999999999983,3405000000000.0,0.63,2497982539.798988
066570.KS,71300.0,KRW,1.23,-1,1,0,0,0.3262538618291807,0.369,12243000000000.0,0.58,8981732814.907198
066575.KS,36900.0,KRW,1.23,-1,1,0,0,0.2756661915388994,0.369,12325000000000.0,0.3,9041889809.99193
037560.KS,2560.0,KRW,0.5,-1,1,0,0,0.3543629818002471,0.15,198264000000.0,0.44,145450810.65218988
051910.KS,198700.0,KRW,1.45,-1,1,0,-1,0.46025220696537505,0.28500000000000003,14768000000000.0,0.46,10834128090.382217
051915.KS,96800.0,KRW,1.45,-1,1,0,-1,0.44501847065717137,0.28500000000000003,14821000000000.0,0.22,10873010050.619911
079550.KS,452000.0,KRW,0.48,-1,-1,0,-1,0.637740821208789,-0.406,9851000000000.0,7.85,7226909250.97205
006260.KS,173200.0,KRW,1.25,-1,1,0,-1,0.6353495814397941,0.225,4737000000000.0,0.9,3475166898.9802656
010120.KS,256500.0,KRW,0.9,-1,-1,0,-1,0.7388532848627669,-0.28,7619000000000.0,4.02,5589465189.641259
000680.KS,3875.0,KRW,1.49,-1,1,0,-1,0.6362465328352586,0.29700000000000004,305362000000.0,0.53,224020247.96419927
229640.KS,33600.0,KRW,0.48,-1,-1,0,-1,0.6739168082679274,-0.406,1018999999999.9999,5.27,747560707.2115031
108320.KS,61700.0,KRW,1.26,-1,1,0,0,0.3949537913539563,0.378,1004000000000.0,0.9,736556378.8423448
001120.KS,28500.0,KRW,0.69,-1,1,0,0,0.29484310081098936,0.207,1024999999999.9999,0.38,751962438.5591666
108670.KS,32000.0,KRW,1.22,-1,1,0,0,0.3159082830232843,0.366,305817000000.0,0.36,224354045.92473042
108675.KS,18610.0,KRW,1.22,-1,1,0,0,0.207462449558985,0.366,301774000000.0,0.21,221388012.61829653
383800.KS,8820.0,KRW,0.56,-1,1,0,0,0.20966940026779057,0.168,1399000000000.0,0.32,1026337025.8968529
38380K.KS,9190.0,KRW,0.56,-1,1,0,1,0.19901597175601,0.318,1349000000000.0,0.35,989655931.332991
023150.KS,5280.0,KRW,0.27,-1,1,0,0,0.338689104856793,0.081,33837000000.000004,0.52,24823563.93514783
035420.KS,185500.0,KRW,1.01,-1,0,0,0,0.3295377349622078,0.10299999999999998,27695000000000.0,1.05,20317658278.923046
181710.KS,19680.0,KRW,0.34,-1,1,0,0,0.3558154509095889,0.10200000000000001,625409000000.0,0.42,458813733.40180475
400760.KS,3690.0,KRW,3.95,-1,1,0,1,0.14092228635285975,1.335,161504000000.0,0.92,118482869.92883869
005940.KS,17920.0,KRW,0.2,-1,1,0,0,0.280211809013307,0.06,6159000000000.0,0.75,4518377228.376495
005945.KS,16060.0,KRW,4.56,-1,1,0,1,0.1705560051417541,1.5179999999999998,6176000000000.0,0.67,4530848800.528208
338100.KS,4480.0,KRW,0.2996061892861255,-1,1,0,1,0.14000566039736922,0.23988185678583762,83597000000.0,0.82,61328589.245103076
034310.KS,11890.0,KRW,0.272,-1,1,0,0,0.22450360086914126,0.0816,411589000000.0,0.55,301950700.6089062
030190.KS,14700.0,KRW,0.41,-1,0,0,0,0.3099024336433693,-0.07700000000000003,861292000000.0,2.06,631862665.9819529
008260.KS,3585.0,KRW,0.9,-1,1,0,0,0.2976430055743579,0.27,101052000000.0,0.39,74133959.35734724
004250.KS,4465.0,KRW,0.53,-1,1,0,0,0.3068755150503517,0.159,159664000000.0,0.39,117133005.64888857
004255.KS,2485.0,KRW,0.53,-1,1,0,1,0.1946834737968927,0.309,162609000000.0,0.21,119293522.11870003
456040.KS,57900.0,KRW,1.34,-1,1,0,-1,0.42915714568801644,0.252,518350000000.0,0.42,380272907.34355515
010060.KS,76400.0,KRW,1.02,-1,1,0,-1,0.5123070132927621,0.156,1431000000000.0,0.34,1049812926.4177244
178920.KS,17060.0,KRW,1.08,-1,0,0,-1,0.5315383059344524,-0.025999999999999995,500989000000.0,1.5,367536497.6890911
001340.KS,5770.0,KRW,0.3,-1,0,0,-1,0.6723841526807648,-0.26,254740000000.0,1.17,186882840.58396304
005490.KS,245500.0,KRW,1.44,-1,1,0,-1,0.42492215161770885,0.28200000000000003,18565000000000.0,0.33,13619690411.561882
010950.KS,55800.0,KRW,0.66,-1,1,0,0,0.2838980994257855,0.198,6429000000000.0,0.74,4716455139.021349
010955.KS,37950.0,KRW,0.66,-1,1,0,1,0.19129332741604171,0.348,6379000000000.0,0.51,4679774044.457487
034120.KS,27000.0,KRW,0.64,-1,1,0,-1,0.581588899795275,0.04200000000000001,500807000000.0,0.56,367402978.5048786
003080.KS,2660.0,KRW,0.52,-1,1,0,1,0.15666025621592802,0.306,52104000000.0,0.4,38224635.02310909
005090.KS,24750.0,KRW,0.37,-1,1,0,0,0.2596568029805965,0.111,356578000000.0,0.48,261593426.74785417
001380.KS,1803.0,KRW,1.4,-1,1,0,-1,1.0444507304039283,0.27,81070000000.0,0.54,59474726.7258455
004060.KS,337.0,KRW,0.69,-1,1,0,0,0.383805561626044,0.207,66988000000.0,0.25,49143863.25287947
001770.KS,17220.0,KRW,0.65,-1,1,0,0,0.2671378523645694,0.195,20920000000.0,0.39,15347369.965519773
002360.KS,441.0,KRW,0.12,-1,1,0,0,0.3705491211507308,0.036000000000000004,48021000000.0,0.61,35229256.84102414
009160.KS,4835.0,KRW,0.25,-1,1,0,0,0.3090402219716073,0.07500000000000001,262392999999.99997,0.44,192497248.9179077
033530.KS,4500.0,KRW,1.21,-1,1,0,0,0.3230748631431344,0.363,121735000000.0,0.25,89307460.9346343
123700.KS,3380.0,KRW,0.74,-1,1,0,0,0.2072427934245179,0.222,52745000000.0,0.24,38694886.6554178
025530.KS,3660.0,KRW,0.18,-1,1,0,0,0.23717521979869177,0.05399999999999999,49600000000.0,0.29,36387645.8073509
034730.KS,180700.0,KRW,0.69,-1,1,0,0,0.38373386143116245,0.207,9852000000000.0,0.33,7227642872.863327
011790.KS,90300.0,KRW,1.38,-1,0,0,-1,0.6841289674751498,0.06399999999999997,3076000000000.0,2.67,2256620937.568777
018670.KS,215000.0,KRW,3.314,-1,1,0,0,0.3179317547506453,0.9942,1930000000000.0,0.69,1415890250.165065
001740.KS,4235.0,KRW,0.35,-1,1,0,0,0.34498310603843124,0.105,821281000000.0,0.4,602509720.4900595
006120.KS,52000.0,KRW,0.9,-1,1,0,0,0.29957633992645727,0.27,974844000000.0,0.32,715166898.9802656
006125.KS,40150.0,KRW,0.9,-1,1,0,1,0.18649834981706526,0.42000000000000004,951294000000.0,0.26,697890103.4406867
210980.KS,9790.0,KRW,0.7,-1,1,0,0,0.3609384885526347,0.21,182154000000.0,0.31,133632161.9837136
395400.KS,4820.0,KRW,3.07,-1,0,0,0,0.224416243560026,0.7209999999999999,1315000000000.0,1.11,964712787.029565
302440.KS,46150.0,KRW,1.22,-1,0,0,-1,0.46464331963432004,0.015999999999999986,3546000000000.0,1.94,2601423226.469078
326030.KS,89700.0,KRW,0.89,-1,0,0,-1,0.4638613867046554,-0.08299999999999999,7025000000000.0,2.57,5153693786.222581
402340.KS,124700.0,KRW,1.05,-1,1,0,-1,0.6167068893375884,0.165,16491000000000.0,0.71,12098158609.052895
361610.KS,21650.0,KRW,1.68,-1,1,0,-1,0.5533826306999099,0.354,1544000000000.0,0.62,1132712200.132052
100090.KS,19450.0,KRW,1.79,-1,0,0,-1,0.5876675372785399,0.18700000000000003,1151000000000.0,1.59,844398796.8600984
03473K.KS,146000.0,KRW,0.69,-1,1,0,0,0.34320448156005684,0.207,13314000000000.0,0.73,9767441860.465117
096770.KS,90900.0,KRW,1.62,-1,1,0,-1,0.487980514076625,0.33599999999999997,13489000000000.0,0.54,9895825691.438633
096775.KS,61800.0,KRW,1.62,-1,1,0,-1,0.41429784638841005,0.33599999999999997,13405000000000.0,0.37,9834201452.571346
475150.KS,20850.0,KRW,1.11,-1,0,0,-1,0.7538303911351284,-0.016999999999999987,703296000000.0,2.87,515953341.6477148
001510.KS,658.0,KRW,0.92,-1,1,0,0,0.2739172670422518,0.276,272350000000.00003,0.44,199801922.08935517
001515.KS,2110.0,KRW,0.92,-1,-1,0,-1,0.4667683282892056,-0.274,202759000000.0,9.7,148748441.05348104
285130.KS,61900.0,KRW,1.99,-1,1,0,-1,0.4004586209710538,0.44699999999999995,1118000000000.0,0.51,820189274.4479495
28513K.KS,25850.0,KRW,1.99,-1,1,0,0,0.24864333817268464,0.597,1094000000000.0001,0.22,802582349.057296
017670.KS,52500.0,KRW,0.34,-1,1,0,0,0.2020430913325143,0.10200000000000001,11177000000000.0,0.94,8199691878.805664
000660.KS,217500.0,KRW,1.02,-1,0,0,-1,0.5373681369114579,-0.04400000000000001,150150000000000.0,1.76,110153326975.27695
003570.KS,47300.0,KRW,1.02,-1,0,0,-1,0.6026435557970101,-0.04400000000000001,1059000000000.0,1.28,776905582.8625927
064960.KS,29050.0,KRW,0.7,-1,1,0,0,0.36500759356950135,0.21,692386000000.0,0.69,507949526.81388015
100840.KS,43800.0,KRW,0.65,-1,0,0,-1,0.79828725483518,-0.155,865536000000.0,2.73,634976157.2885336
036530.KS,57500.0,KRW,0.54,-1,1,1,0,0.3748858820471522,0.312,831433000000.0,0.61,609957449.930306
005610.KS,55300.0,KRW,0.5340944395262304,-1,1,0,0,0.3432296097473198,0.1602283318578691,448219000000.0,0.91,328823270.48639137
011810.KS,3225.0,KRW,1.75,-1,0,0,-1,0.4277197963426522,0.17500000000000002,99911000000.0,2.12,73296896.7793999
465770.KS,8630.0,KRW,1.17,-1,1,0,-1,0.8233610845781791,0.20099999999999998,61658000000.0,0.83,45233658.5723718
077970.KS,23300.0,KRW,0.62,-1,-1,0,-1,0.7122754828314032,-0.364,935451000000.0,3.2,686267331.8171815
002820.KS,2990.0,KRW,0.58,-1,1,0,0,0.366117518495046,0.174,36069000000.0,0.17,26461007.996478617
084870.KS,1234.0,KRW,0.31,-1,1,0,0,0.34007870382369787,0.093,25737000000.0,0.43,18881226.615802217
002710.KS,17230.0,KRW,1.56,-1,0,0,-1,0.71551572320212,0.11799999999999997,451662000000.0,1.77,331349130.6580589
069260.KS,16040.0,KRW,0.31,-1,1,0,0,0.2219274462761843,0.093,615469000000.0,0.72,451521531.802509
007980.KS,1490.0,KRW,1.49,-1,1,0,0,0.3270822890805431,0.447,69449000000.0,0.28,50949306.72731274
002900.KS,4965.0,KRW,0.19,-1,1,0,-1,0.6412437239848912,-0.093,207195000000.0,0.51,152002787.76318687
024070.KS,1990.0,KRW,0.45,-1,1,0,0,0.3754109717434536,0.135,30500000000.0,0.35,22375467.68395569
037270.KS,6630.0,KRW,0.88,-1,0,0,-1,0.8158220430682801,-0.086,420537000000.0,2.39,308515149.2920549
139130.KS,11340.0,KRW,0.48,-1,1,0,0,0.23176265319753675,0.144,1887000000000.0,0.31,1384344508.840144
000500.KS,72200.0,KRW,0.78,-1,0,0,-1,0.8068349742249891,-0.11600000000000002,1194000000000.0,2.78,875944538.1850195
000860.KS,12440.0,KRW,0.47,-1,1,0,0,0.2850120190437548,0.141,161720000000.0,0.26,118641332.25735457
035250.KS,17220.0,KRW,0.59,-1,1,0,0,0.23420875011747666,0.177,3451000000000.0,0.92,2531729146.7977405
011420.KS,2360.0,KRW,1.75,-1,0,0,-1,0.7666885384922176,0.17500000000000002,65016999999.99999,1.09,47697894.50517203
002100.KS,9730.0,KRW,0.69,-1,1,0,1,0.17316884962230222,0.357,173823000000.0,0.63,127520358.00748295
009450.KS,77400.0,KRW,0.68,-1,0,0,-1,0.53843882741623,-0.146,1119000000000.0,1.51,820922896.3392268
267290.KS,19600.0,KRW,0.32,-1,1,0,1,0.12141137238610765,0.246,115452000000.0,0.25,84698114.59173942
012320.KS,62200.0,KRW,0.22,-1,1,0,-1,0.47181734772500167,-0.08399999999999999,135618000000.0,0.28,99492333.65123616
000050.KS,7730.0,KRW,0.28,-1,1,0,-1,0.5590064607374771,-0.06599999999999999,192595000000.0,0.25,141291908.15053922
214390.KS,5450.0,KRW,1.24,-1,1,0,0,0.325478364715353,0.372,130293000000.0,0.9,95585797.08018488
012610.KS,3245.0,KRW,0.74,-1,1,0,0,0.28913588335993284,0.222,133565000000.0,0.54,97986207.90844399
009140.KS,20300.0,KRW,0.37,-1,1,0,0,0.22402909243730518,0.111,26442000000.0,0.34,19398430.04915267
013580.KS,19970.0,KRW,1.44,-1,1,0,-1,0.7167207437949269,0.28200000000000003,176890000000.0,0.21,129770376.34803024
012200.KS,1428.0,KRW,0.98,-1,1,0,0,0.28335125791071,0.294,38835000000.0,0.72,28490206.14775145
012205.KS,3540.0,KRW,0.98,-1,0,0,0,0.3449551353883333,0.09399999999999997,38646000000.0,1.81,28351551.610300053
002140.KS,2800.0,KRW,0.14,-1,1,0,-1,0.5915449613159718,-0.10799999999999998,69080000000.0,0.61,50678600.249431446
010130.KS,770000.0,KRW,0.521,-1,0,0,-1,0.9199528327110724,-0.1937,13997000000000.0,1.79,10268505612.207468
002240.KS,17720.0,KRW,0.83,-1,1,0,0,0.20714390610340858,0.24899999999999997,478227000000.0,0.26,350837796.19983864
009290.KS,5570.0,KRW,0.44,-1,1,0,0,0.2604619347770667,0.132,218793000000.0,0.37,160511334.45822024
017040.KS,2090.0,KRW,0.89,-1,0,0,-1,0.4750690680091454,-0.08299999999999999,88188000000.0,1.29,64696647.347956866
017900.KS,1912.0,KRW,0.63,-1,1,0,0,0.24153676148470388,0.189,96296000000.0,0.4,70644853.64243269
037710.KS,28500.0,KRW,0.21,-1,1,0,1,0.14120400489114868,0.213,217374000000.0,0.26,159470324.99449784
030610.KS,7850.0,KRW,0.68,-1,1,0,0,0.2724046942427902,0.20400000000000001,886022000000.0,0.41,650005135.3532389
